         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
sector10_superlayer1_layer2_paddle8  |         ahdc_mother  |ATOFpaddle8 sector10 superlayer1 layer2  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      76.216313*mm     -24.653113*mm      95.263547*mm     -30.841934*mm      97.921618*mm     -20.921875*mm      78.331819*mm     -16.757934*mm      76.216313*mm     -24.653113*mm      95.263547*mm     -30.841934*mm      97.921618*mm     -20.921875*mm      78.331819*mm     -16.757934*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 2 paddle manual 8 order manual 0 
sector10_superlayer1_layer2_paddle9  |         ahdc_mother  |ATOFpaddle9 sector10 superlayer1 layer2  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      76.216313*mm     -24.653113*mm      95.263547*mm     -30.841934*mm      97.921618*mm     -20.921875*mm      78.331819*mm     -16.757934*mm      76.216313*mm     -24.653113*mm      95.263547*mm     -30.841934*mm      97.921618*mm     -20.921875*mm      78.331819*mm     -16.757934*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 2 paddle manual 9 order manual 0 
sector10_superlayer1_layer3_paddle0  |         ahdc_mother  |ATOFpaddle0 sector10 superlayer1 layer3  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 0 order manual 0 
sector10_superlayer1_layer3_paddle1  |         ahdc_mother  |ATOFpaddle1 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 1 order manual 0 
sector10_superlayer1_layer3_paddle2  |         ahdc_mother  |ATOFpaddle2 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 2 order manual 0 
sector10_superlayer1_layer3_paddle3  |         ahdc_mother  |ATOFpaddle3 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 3 order manual 0 
sector10_superlayer1_layer3_paddle4  |         ahdc_mother  |ATOFpaddle4 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 4 order manual 0 
sector10_superlayer1_layer3_paddle5  |         ahdc_mother  |ATOFpaddle5 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 5 order manual 0 
sector10_superlayer1_layer3_paddle6  |         ahdc_mother  |ATOFpaddle6 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 6 order manual 0 
sector10_superlayer1_layer3_paddle7  |         ahdc_mother  |ATOFpaddle7 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 7 order manual 0 
sector10_superlayer1_layer3_paddle8  |         ahdc_mother  |ATOFpaddle8 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 8 order manual 0 
sector10_superlayer1_layer3_paddle9  |         ahdc_mother  |ATOFpaddle9 sector10 superlayer1 layer3  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm      78.375744*mm     -16.551286*mm      97.965543*mm     -20.715226*mm      99.572125*mm     -10.571667*mm      79.654391*mm      -8.478228*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 10 superlayer manual 1 layer manual 3 paddle manual 9 order manual 0 
sector11_superlayer0_layer0_paddle10  |         ahdc_mother  |ATOFpaddle10 sector11 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      76.688814*mm      -7.954103*mm      79.676474*mm      -8.268121*mm      80.104252*mm      -0.105632*mm      77.100135*mm      -0.105634*mm      76.688814*mm      -7.954103*mm      79.676474*mm      -8.268121*mm      80.104252*mm      -0.105632*mm      77.100135*mm      -0.105634*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 0 layer manual 0 paddle manual 10 order manual 0 
sector11_superlayer0_layer1_paddle10  |         ahdc_mother  |ATOFpaddle10 sector11 superlayer0 layer1  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.100135*mm       0.105634*mm      80.104252*mm       0.105632*mm      79.676474*mm       8.268121*mm      76.688814*mm       7.954103*mm      77.100135*mm       0.105634*mm      80.104252*mm       0.105632*mm      79.676474*mm       8.268121*mm      76.688814*mm       7.954103*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 0 layer manual 1 paddle manual 10 order manual 0 
sector11_superlayer0_layer2_paddle10  |         ahdc_mother  |ATOFpaddle10 sector11 superlayer0 layer2  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      76.666730*mm       8.164214*mm      79.654391*mm       8.478228*mm      78.375744*mm      16.551286*mm      75.437274*mm      15.926694*mm      76.666730*mm       8.164214*mm      79.654391*mm       8.478228*mm      78.375744*mm      16.551286*mm      75.437274*mm      15.926694*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 0 layer manual 2 paddle manual 10 order manual 0 
sector11_superlayer0_layer3_paddle10  |         ahdc_mother  |ATOFpaddle10 sector11 superlayer0 layer3  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      75.393349*mm      16.133345*mm      78.331819*mm      16.757934*mm      76.216313*mm      24.653113*mm      73.359228*mm      23.724788*mm      75.393349*mm      16.133345*mm      78.331819*mm      16.757934*mm      76.216313*mm      24.653113*mm      73.359228*mm      23.724788*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 0 layer manual 3 paddle manual 10 order manual 0 
sector11_superlayer1_layer0_paddle0  |         ahdc_mother  |ATOFpaddle0 sector11 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 0 order manual 0 
sector11_superlayer1_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 1 order manual 0 
sector11_superlayer1_layer0_paddle2  |         ahdc_mother  |ATOFpaddle2 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 2 order manual 0 
sector11_superlayer1_layer0_paddle3  |         ahdc_mother  |ATOFpaddle3 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 3 order manual 0 
sector11_superlayer1_layer0_paddle4  |         ahdc_mother  |ATOFpaddle4 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 4 order manual 0 
sector11_superlayer1_layer0_paddle5  |         ahdc_mother  |ATOFpaddle5 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 5 order manual 0 
sector11_superlayer1_layer0_paddle6  |         ahdc_mother  |ATOFpaddle6 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 6 order manual 0 
sector11_superlayer1_layer0_paddle7  |         ahdc_mother  |ATOFpaddle7 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 7 order manual 0 
sector11_superlayer1_layer0_paddle8  |         ahdc_mother  |ATOFpaddle8 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 8 order manual 0 
sector11_superlayer1_layer0_paddle9  |         ahdc_mother  |ATOFpaddle9 sector11 superlayer1 layer0  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm      79.676474*mm      -8.268121*mm      99.594208*mm     -10.361558*mm     100.131699*mm      -0.105633*mm      80.104252*mm      -0.105632*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 0 paddle manual 9 order manual 0 
sector11_superlayer1_layer1_paddle0  |         ahdc_mother  |ATOFpaddle0 sector11 superlayer1 layer1  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 0 order manual 0 
sector11_superlayer1_layer1_paddle1  |         ahdc_mother  |ATOFpaddle1 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 1 order manual 0 
sector11_superlayer1_layer1_paddle2  |         ahdc_mother  |ATOFpaddle2 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 2 order manual 0 
sector11_superlayer1_layer1_paddle3  |         ahdc_mother  |ATOFpaddle3 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 3 order manual 0 
sector11_superlayer1_layer1_paddle4  |         ahdc_mother  |ATOFpaddle4 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 4 order manual 0 
sector11_superlayer1_layer1_paddle5  |         ahdc_mother  |ATOFpaddle5 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 5 order manual 0 
sector11_superlayer1_layer1_paddle6  |         ahdc_mother  |ATOFpaddle6 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 6 order manual 0 
sector11_superlayer1_layer1_paddle7  |         ahdc_mother  |ATOFpaddle7 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 7 order manual 0 
sector11_superlayer1_layer1_paddle8  |         ahdc_mother  |ATOFpaddle8 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 8 order manual 0 
sector11_superlayer1_layer1_paddle9  |         ahdc_mother  |ATOFpaddle9 sector11 superlayer1 layer1  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm      80.104252*mm       0.105632*mm     100.131699*mm       0.105633*mm      99.594208*mm      10.361558*mm      79.676474*mm       8.268121*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 1 paddle manual 9 order manual 0 
sector11_superlayer1_layer2_paddle0  |         ahdc_mother  |ATOFpaddle0 sector11 superlayer1 layer2  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 0 order manual 0 
sector11_superlayer1_layer2_paddle1  |         ahdc_mother  |ATOFpaddle1 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 1 order manual 0 
sector11_superlayer1_layer2_paddle2  |         ahdc_mother  |ATOFpaddle2 sector11 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm      79.654391*mm       8.478228*mm      99.572125*mm      10.571667*mm      97.965543*mm      20.715226*mm      78.375744*mm      16.551286*mm  |   atof_scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |                atof  |                atof  |sector manual 11 superlayer manual 1 layer manual 2 paddle manual 2 order manual 0 
