               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal20_33  |          ddvcs_ecal  |       ft crystal (h:20, v:33)  |           -38.75*mm 162.75*mm 691.729390480437*mm  |13.2398839376106*deg 3.20633540391454*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 32 
     ddvcs_ecal20_34  |          ddvcs_ecal  |       ft crystal (h:20, v:34)  |           -38.75*mm 178.25*mm 685.342072583642*mm  |14.5791492101723*deg 3.23615490156495*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 33 
     ddvcs_ecal20_35  |          ddvcs_ecal  |       ft crystal (h:20, v:35)  |           -38.75*mm 193.75*mm 678.929464673876*mm  |15.9276266765565*deg 3.2666550670979*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 34 
     ddvcs_ecal20_36  |          ddvcs_ecal  |       ft crystal (h:20, v:36)  |           -38.75*mm 209.25*mm 672.496976293441*mm  |17.2839088427688*deg 3.29783225162754*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 35 
     ddvcs_ecal20_37  |          ddvcs_ecal  |       ft crystal (h:20, v:37)  |           -38.75*mm 224.75*mm 666.048587719145*mm  |18.6465354424027*deg 3.32968891568546*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 36 
     ddvcs_ecal20_38  |          ddvcs_ecal  |       ft crystal (h:20, v:38)  |            -38.75*mm 240.25*mm 659.58728973027*mm  |20.014002895442*deg 3.36223198590242*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 37 
     ddvcs_ecal20_39  |          ddvcs_ecal  |       ft crystal (h:20, v:39)  |           -38.75*mm 255.75*mm 653.115371373728*mm  |21.3847742642533*deg 3.39547179291633*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 38 
     ddvcs_ecal20_40  |          ddvcs_ecal  |       ft crystal (h:20, v:40)  |           -38.75*mm 271.25*mm 646.634613345396*mm  |22.7572896432033*deg 3.4294213710556*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 39 
     ddvcs_ecal20_41  |          ddvcs_ecal  |       ft crystal (h:20, v:41)  |           -38.75*mm 286.75*mm 640.146421057026*mm  |24.129976862728*deg 3.46409599010687*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 40 
     ddvcs_ecal20_42  |          ddvcs_ecal  |       ft crystal (h:20, v:42)  |            -38.75*mm 302.25*mm 633.65191815676*mm  |25.5012623565083*deg 3.49951284017997*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 41 
     ddvcs_ecal20_43  |          ddvcs_ecal  |       ft crystal (h:20, v:43)  |           -38.75*mm 317.75*mm 627.152013514938*mm  |26.8695820229837*deg 3.53569082025562*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 42 
     ddvcs_ecal20_44  |          ddvcs_ecal  |       ft crystal (h:20, v:44)  |           -38.75*mm 333.25*mm 620.647450031584*mm  |28.2333919056536*deg 3.57265039875698*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 19 iv manual 43 
      ddvcs_ecal21_1  |          ddvcs_ecal  |        ft crystal (h:21, v:1)  |          -23.25*mm -333.25*mm 621.254019998268*mm  |-28.2100712578113*deg 2.14327678621478*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 0 
      ddvcs_ecal21_2  |          ddvcs_ecal  |        ft crystal (h:21, v:2)  |          -23.25*mm -317.75*mm 627.787883150964*mm  |-26.8461800029929*deg 2.12099056388775*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 1 
      ddvcs_ecal21_3  |          ddvcs_ecal  |        ft crystal (h:21, v:3)  |          -23.25*mm -302.25*mm 634.320045162141*mm  |-25.4778067131112*deg 2.09916846441457*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 2 
      ddvcs_ecal21_4  |          ddvcs_ecal  |        ft crystal (h:21, v:4)  |           -23.25*mm -286.75*mm 640.85023184358*mm  |-24.1064960902511*deg 2.07779703528422*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 3 
      ddvcs_ecal21_5  |          ddvcs_ecal  |        ft crystal (h:21, v:5)  |          -23.25*mm -271.25*mm 647.378106851216*mm  |-22.7338128897959*deg 2.0568635346388*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 4 
      ddvcs_ecal21_6  |          ddvcs_ecal  |        ft crystal (h:21, v:6)  |          -23.25*mm -255.75*mm 653.903253052994*mm  |-21.3613312681698*deg 2.03635594556143*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 5 
      ddvcs_ecal21_7  |          ddvcs_ecal  |        ft crystal (h:21, v:7)  |          -23.25*mm -240.25*mm 660.425146783792*mm  |-19.9906239671163*deg 2.01626300833405*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 6 
      ddvcs_ecal21_8  |          ddvcs_ecal  |        ft crystal (h:21, v:8)  |          -23.25*mm -224.75*mm 666.943121613336*mm  |-18.6232515180816*deg 1.9965742782758*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 7 
      ddvcs_ecal21_9  |          ddvcs_ecal  |        ft crystal (h:21, v:9)  |          -23.25*mm -209.25*mm 673.456316297175*mm  |-17.2607516486142*deg 1.97728022126027*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 8 
     ddvcs_ecal21_10  |          ddvcs_ecal  |       ft crystal (h:21, v:10)  |          -23.25*mm -193.75*mm 679.963598254848*mm  |-15.9046290644674*deg 1.9583723666337*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 20 iv manual 9 
     ddvcs_ecal21_11  |          ddvcs_ecal  |       ft crystal (h:21, v:11)  |          -23.25*mm -178.25*mm 686.463448072394*mm  |-14.5563457659208*deg 1.9398435506523*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 10 
     ddvcs_ecal21_12  |          ddvcs_ecal  |       ft crystal (h:21, v:12)  |          -23.25*mm -162.75*mm 692.953779852183*mm  |-13.2173120338103*deg 1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 11 
     ddvcs_ecal21_13  |          ddvcs_ecal  |       ft crystal (h:21, v:13)  |          -23.25*mm -147.25*mm 699.431651889236*mm  |-11.8888781872269*deg 1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 12 
     ddvcs_ecal21_14  |          ddvcs_ecal  |       ft crystal (h:21, v:14)  |          -23.25*mm -131.75*mm 705.892781408411*mm  |-10.5723271634499*deg 1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 13 
     ddvcs_ecal21_15  |          ddvcs_ecal  |       ft crystal (h:21, v:15)  |          -23.25*mm -116.25*mm 712.330690649271*mm  |-9.26886788073341*deg 1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 14 
     ddvcs_ecal21_16  |          ddvcs_ecal  |       ft crystal (h:21, v:16)  |          -23.25*mm -100.75*mm 718.735115324601*mm  |-7.97962915558483*deg 1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 15 
     ddvcs_ecal21_29  |          ddvcs_ecal  |       ft crystal (h:21, v:29)  |           -23.25*mm 100.75*mm 718.735115324601*mm  |7.97962915558483*deg 1.85280546498426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 28 
     ddvcs_ecal21_30  |          ddvcs_ecal  |       ft crystal (h:21, v:30)  |           -23.25*mm 116.25*mm 712.330690649271*mm  |9.26886788073341*deg 1.86945190587099*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 29 
     ddvcs_ecal21_31  |          ddvcs_ecal  |       ft crystal (h:21, v:31)  |           -23.25*mm 131.75*mm 705.892781408411*mm  |10.5723271634499*deg 1.88648948593308*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 30 
     ddvcs_ecal21_32  |          ddvcs_ecal  |       ft crystal (h:21, v:32)  |           -23.25*mm 147.25*mm 699.431651889236*mm  |11.8888781872269*deg 1.90390351558064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 31 
     ddvcs_ecal21_33  |          ddvcs_ecal  |       ft crystal (h:21, v:33)  |           -23.25*mm 162.75*mm 692.953779852183*mm  |13.2173120338103*deg 1.92168830800533*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 32 
     ddvcs_ecal21_34  |          ddvcs_ecal  |       ft crystal (h:21, v:34)  |           -23.25*mm 178.25*mm 686.463448072394*mm  |14.5563457659208*deg 1.9398435506523*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 33 
     ddvcs_ecal21_35  |          ddvcs_ecal  |       ft crystal (h:21, v:35)  |           -23.25*mm 193.75*mm 679.963598254848*mm  |15.9046290644674*deg 1.9583723666337*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 20 iv manual 34 
