               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal35_29  |          ddvcs_ecal  |       ft crystal (h:35, v:29)  |           193.75*mm 100.75*mm 670.142244164992*mm  |8.54997356616471*deg -16.1256864201503*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 28 
     ddvcs_ecal35_30  |          ddvcs_ecal  |       ft crystal (h:35, v:30)  |           193.75*mm 116.25*mm 666.943121613336*mm  |9.88757962628739*deg -16.1989888591106*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 29 
     ddvcs_ecal35_31  |          ddvcs_ecal  |       ft crystal (h:35, v:31)  |           193.75*mm 131.75*mm 663.413461249308*mm  |11.2325744094067*deg -16.2806211448366*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 30 
     ddvcs_ecal35_32  |          ddvcs_ecal  |       ft crystal (h:35, v:32)  |            193.75*mm 147.25*mm 659.58728973027*mm  |12.5848056027241*deg -16.3700198686473*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 31 
     ddvcs_ecal35_33  |          ddvcs_ecal  |       ft crystal (h:35, v:33)  |           193.75*mm 162.75*mm 655.496429810852*mm  |13.9438746920227*deg -16.4666652587581*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 32 
     ddvcs_ecal35_34  |          ddvcs_ecal  |       ft crystal (h:35, v:34)  |           193.75*mm 178.25*mm 651.170073579128*mm  |15.3091657328881*deg -16.5700885493088*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 33 
     ddvcs_ecal35_35  |          ddvcs_ecal  |       ft crystal (h:35, v:35)  |           193.75*mm 193.75*mm 646.634613345396*mm  |16.6798747866927*deg -16.6798747866927*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 34 
     ddvcs_ecal35_36  |          ddvcs_ecal  |       ft crystal (h:35, v:36)  |           193.75*mm 209.25*mm 641.913654292225*mm  |18.0550385267594*deg -16.7956624306347*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 35 
     ddvcs_ecal35_37  |          ddvcs_ecal  |       ft crystal (h:35, v:37)  |           193.75*mm 224.75*mm 637.028144471629*mm  |19.4335612389195*deg -16.9171408998108*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 36 
     ddvcs_ecal35_38  |          ddvcs_ecal  |       ft crystal (h:35, v:38)  |           193.75*mm 240.25*mm 631.996572437757*mm  |20.8142399105026*deg -17.0440469475143*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 37 
     ddvcs_ecal35_39  |          ddvcs_ecal  |       ft crystal (h:35, v:39)  |           193.75*mm 255.75*mm 626.835196884093*mm  |22.195787372171*deg -17.1761605004954*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 38 
     ddvcs_ecal35_40  |          ddvcs_ecal  |       ft crystal (h:35, v:40)  |           193.75*mm 271.25*mm 621.558284381299*mm  |23.5768535876778*deg -17.3133003843361*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 34 iv manual 39 
      ddvcs_ecal36_6  |          ddvcs_ecal  |        ft crystal (h:36, v:6)  |          209.25*mm -255.75*mm 622.781970932204*mm  |-22.3260975469224*deg -18.5721495216426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 35 iv manual 5 
      ddvcs_ecal36_7  |          ddvcs_ecal  |        ft crystal (h:36, v:7)  |          209.25*mm -240.25*mm 627.787883150964*mm  |-20.9417140400327*deg -18.4341031852661*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 35 iv manual 6 
      ddvcs_ecal36_8  |          ddvcs_ecal  |        ft crystal (h:36, v:8)  |          209.25*mm -224.75*mm 632.656176954473*mm  |-19.5576964024749*deg -18.3017391581616*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 35 iv manual 7 
      ddvcs_ecal36_9  |          ddvcs_ecal  |        ft crystal (h:36, v:9)  |          209.25*mm -209.25*mm 637.370780044039*mm  |-18.1752923045353*deg -18.1752923045353*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 35 iv manual 8 
     ddvcs_ecal36_10  |          ddvcs_ecal  |       ft crystal (h:36, v:10)  |          209.25*mm -193.75*mm 641.913654292225*mm  |-16.7956624306347*deg -18.0550385267594*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 35 iv manual 9 
     ddvcs_ecal36_11  |          ddvcs_ecal  |       ft crystal (h:36, v:11)  |          209.25*mm -178.25*mm 646.264651008995*mm  |-15.4198578791479*deg -17.9412976004344*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 10 
     ddvcs_ecal36_12  |          ddvcs_ecal  |       ft crystal (h:36, v:12)  |          209.25*mm -162.75*mm 650.401411893141*mm  |-14.048796205188*deg -17.8344351699098*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 11 
     ddvcs_ecal36_13  |          ddvcs_ecal  |       ft crystal (h:36, v:13)  |          209.25*mm -147.25*mm 654.299346624601*mm  |-12.6832363749934*deg -17.7348633153405*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 12 
     ddvcs_ecal36_14  |          ddvcs_ecal  |       ft crystal (h:36, v:14)  |           209.25*mm -131.75*mm 657.93172676307*mm  |-11.3237531842259*deg -17.6430389349834*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 13 
     ddvcs_ecal36_15  |          ddvcs_ecal  |       ft crystal (h:36, v:15)  |          209.25*mm -116.25*mm 661.269942967576*mm  |-9.97071212010349*deg -17.5594590444064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 14 
     ddvcs_ecal36_16  |          ddvcs_ecal  |       ft crystal (h:36, v:16)  |          209.25*mm -100.75*mm 664.283975447685*mm  |-8.62424622767041*deg -17.4846520365605*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 15 
     ddvcs_ecal36_17  |          ddvcs_ecal  |       ft crystal (h:36, v:17)  |           209.25*mm -85.25*mm 666.943121613336*mm  |-7.28423723615987*deg -17.4191640570734*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 16 
     ddvcs_ecal36_18  |          ddvcs_ecal  |       ft crystal (h:36, v:18)  |           209.25*mm -69.75*mm 669.217005139087*mm  |-5.95030389733662*deg -17.3635400227842*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 17 
     ddvcs_ecal36_19  |          ddvcs_ecal  |       ft crystal (h:36, v:19)  |           209.25*mm -54.25*mm 671.076853417139*mm  |-4.62180096968991*deg -17.3182995192315*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 18 
     ddvcs_ecal36_20  |          ddvcs_ecal  |       ft crystal (h:36, v:20)  |           209.25*mm -38.75*mm 672.496976293441*mm  |-3.29783225162754*deg -17.2839088427688*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 19 
     ddvcs_ecal36_21  |          ddvcs_ecal  |       ft crystal (h:36, v:21)  |           209.25*mm -23.25*mm 673.456316297175*mm  |-1.97728022126027*deg -17.2607516486142*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 20 
     ddvcs_ecal36_22  |          ddvcs_ecal  |       ft crystal (h:36, v:22)  |            209.25*mm -7.75*mm 673.939886254429*mm  |-0.658853027893253*deg -17.2491017038876*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 21 
     ddvcs_ecal36_23  |          ddvcs_ecal  |       ft crystal (h:36, v:23)  |             209.25*mm 7.75*mm 673.939886254429*mm  |0.658853027893253*deg -17.2491017038876*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 22 
     ddvcs_ecal36_24  |          ddvcs_ecal  |       ft crystal (h:36, v:24)  |            209.25*mm 23.25*mm 673.456316297175*mm  |1.97728022126027*deg -17.2607516486142*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 23 
     ddvcs_ecal36_25  |          ddvcs_ecal  |       ft crystal (h:36, v:25)  |            209.25*mm 38.75*mm 672.496976293441*mm  |3.29783225162754*deg -17.2839088427688*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 24 
     ddvcs_ecal36_26  |          ddvcs_ecal  |       ft crystal (h:36, v:26)  |            209.25*mm 54.25*mm 671.076853417139*mm  |4.62180096968991*deg -17.3182995192315*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 25 
     ddvcs_ecal36_27  |          ddvcs_ecal  |       ft crystal (h:36, v:27)  |            209.25*mm 69.75*mm 669.217005139087*mm  |5.95030389733662*deg -17.3635400227842*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 26 
     ddvcs_ecal36_28  |          ddvcs_ecal  |       ft crystal (h:36, v:28)  |            209.25*mm 85.25*mm 666.943121613336*mm  |7.28423723615987*deg -17.4191640570734*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 27 
     ddvcs_ecal36_29  |          ddvcs_ecal  |       ft crystal (h:36, v:29)  |           209.25*mm 100.75*mm 664.283975447685*mm  |8.62424622767041*deg -17.4846520365605*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 28 
     ddvcs_ecal36_30  |          ddvcs_ecal  |       ft crystal (h:36, v:30)  |           209.25*mm 116.25*mm 661.269942967576*mm  |9.97071212010349*deg -17.5594590444064*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 29 
     ddvcs_ecal36_31  |          ddvcs_ecal  |       ft crystal (h:36, v:31)  |            209.25*mm 131.75*mm 657.93172676307*mm  |11.3237531842259*deg -17.6430389349834*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 30 
     ddvcs_ecal36_32  |          ddvcs_ecal  |       ft crystal (h:36, v:32)  |           209.25*mm 147.25*mm 654.299346624601*mm  |12.6832363749934*deg -17.7348633153405*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 31 
     ddvcs_ecal36_33  |          ddvcs_ecal  |       ft crystal (h:36, v:33)  |           209.25*mm 162.75*mm 650.401411893141*mm  |14.048796205188*deg -17.8344351699098*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 32 
     ddvcs_ecal36_34  |          ddvcs_ecal  |       ft crystal (h:36, v:34)  |           209.25*mm 178.25*mm 646.264651008995*mm  |15.4198578791479*deg -17.9412976004344*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 33 
     ddvcs_ecal36_35  |          ddvcs_ecal  |       ft crystal (h:36, v:35)  |           209.25*mm 193.75*mm 641.913654292225*mm  |16.7956624306347*deg -18.0550385267594*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 34 
     ddvcs_ecal36_36  |          ddvcs_ecal  |       ft crystal (h:36, v:36)  |           209.25*mm 209.25*mm 637.370780044039*mm  |18.1752923045353*deg -18.1752923045353*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 35 
     ddvcs_ecal36_37  |          ddvcs_ecal  |       ft crystal (h:36, v:37)  |           209.25*mm 224.75*mm 632.656176954473*mm  |19.5576964024749*deg -18.3017391581616*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 36 
     ddvcs_ecal36_38  |          ddvcs_ecal  |       ft crystal (h:36, v:38)  |           209.25*mm 240.25*mm 627.787883150964*mm  |20.9417140400327*deg -18.4341031852661*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 37 
     ddvcs_ecal36_39  |          ddvcs_ecal  |       ft crystal (h:36, v:39)  |           209.25*mm 255.75*mm 622.781970932204*mm  |22.3260975469224*deg -18.5721495216426*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 35 iv manual 38 
      ddvcs_ecal37_7  |          ddvcs_ecal  |        ft crystal (h:37, v:7)  |          224.75*mm -240.25*mm 623.397852913311*mm  |-21.0762789782499*deg -19.8256655551245*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 36 iv manual 6 
      ddvcs_ecal37_8  |          ddvcs_ecal  |        ft crystal (h:37, v:8)  |          224.75*mm -224.75*mm 628.106946742681*mm  |-19.6884923496995*deg -19.6884923496995*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 36 iv manual 7 
      ddvcs_ecal37_9  |          ddvcs_ecal  |        ft crystal (h:37, v:9)  |          224.75*mm -209.25*mm 632.656176954473*mm  |-18.3017391581616*deg -19.5576964024749*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 36 iv manual 8 
     ddvcs_ecal37_10  |          ddvcs_ecal  |       ft crystal (h:37, v:10)  |          224.75*mm -193.75*mm 637.028144471629*mm  |-16.9171408998108*deg -19.4335612389195*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 36 iv manual 9 
     ddvcs_ecal37_11  |          ddvcs_ecal  |       ft crystal (h:37, v:11)  |           224.75*mm -178.25*mm 641.20366950347*mm  |-15.5357089073121*deg -19.316410216659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 10 
     ddvcs_ecal37_12  |          ddvcs_ecal  |       ft crystal (h:37, v:12)  |          224.75*mm -162.75*mm 645.161766668171*mm  |-14.1583218028419*deg -19.2066071416917*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 11 
     ddvcs_ecal37_13  |          ddvcs_ecal  |       ft crystal (h:37, v:13)  |          224.75*mm -147.25*mm 648.879697119468*mm  |-12.7857025860099*deg -19.1045553537693*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 12 
     ddvcs_ecal37_14  |          ddvcs_ecal  |       ft crystal (h:37, v:14)  |          224.75*mm -131.75*mm 652.333127705534*mm  |-11.4183960516351*deg -19.0106946718185*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 13 
     ddvcs_ecal37_15  |          ddvcs_ecal  |       ft crystal (h:37, v:15)  |          224.75*mm -116.25*mm 655.496429810852*mm  |-10.0567475899978*deg -18.9254955354485*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 14 
     ddvcs_ecal37_16  |          ddvcs_ecal  |       ft crystal (h:37, v:16)  |          224.75*mm -100.75*mm 658.343148844144*mm  |-8.70088485991343*deg -18.8494497107009*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 15 
     ddvcs_ecal37_17  |          ddvcs_ecal  |       ft crystal (h:37, v:17)  |           224.75*mm -85.25*mm 660.846666697785*mm  |-7.35070429174864*deg -18.7830571009068*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 16 
     ddvcs_ecal37_18  |          ddvcs_ecal  |       ft crystal (h:37, v:18)  |           224.75*mm -69.75*mm 662.981061513985*mm  |-6.00586477080619*deg -18.7268085657827*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 17 
     ddvcs_ecal37_19  |          ddvcs_ecal  |       ft crystal (h:37, v:19)  |           224.75*mm -54.25*mm 664.722140823958*mm  |-4.66579101557989*deg -18.6811652228982*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 18 
     ddvcs_ecal37_20  |          ddvcs_ecal  |       ft crystal (h:37, v:20)  |           224.75*mm -38.75*mm 666.048587719145*mm  |-3.32968891568546*deg -18.6465354424027*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 19 
     ddvcs_ecal37_21  |          ddvcs_ecal  |       ft crystal (h:37, v:21)  |           224.75*mm -23.25*mm 666.943121613336*mm  |-1.9965742782758*deg -18.6232515180816*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 20 
     ddvcs_ecal37_22  |          ddvcs_ecal  |       ft crystal (h:37, v:22)  |            224.75*mm -7.75*mm 667.393545860593*mm  |-0.665315017838422*deg -18.6115485926969*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 21 
     ddvcs_ecal37_23  |          ddvcs_ecal  |       ft crystal (h:37, v:23)  |             224.75*mm 7.75*mm 667.393545860593*mm  |0.665315017838422*deg -18.6115485926969*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 22 
